Question,Answer
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The academic curriculum at IIT Patna includes project-based learning components where students work on mini-projects or capstone projects in their final year. These projects often address real-world problems or involve cutting-edge research topics. </CONTEXT> 
 <QUESTION> What is the potential benefit to students of working on projects that address real-world problems? </QUESTION>","Working on projects that address real-world problems allows students to apply their academic knowledge to practical scenarios, develop problem-solving skills, and potentially contribute to solutions that benefit society."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The Department of Computer Science and Engineering at IIT Patna offers specialized electives in Artificial Intelligence, Machine Learning, Computer Vision, Natural Language Processing, and Blockchain Technology, with project-based assessments to develop practical skills. </CONTEXT> 
 <QUESTION> What is the primary mode of assessment for the specialized electives? </QUESTION>",The primary mode of assessment is project-based.
"If a student wants to catch up on a course they failed, what is the most direct action they could take within the institute's academic calendar?",The student can repeat the failed course during the Summer semester to fulfill the requirements.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The institute conducts regular industry-academia interaction programs where representatives from companies like Google, Tata Steel, and Infosys deliver lectures on emerging trends in technology and management. These sessions help students understand industry expectations and prepare for placements. </CONTEXT> 
 <QUESTION> What is the direct benefit to the students attending these interaction programs? </QUESTION>","The students benefit by gaining a better understanding of industry expectations, which aids in their preparation for placements."
What is emphasized to the students in the context about academic integrity?,Academic integrity is highly emphasized to the students.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> Each course at IIT Patna is assigned a specific number of credits based on the number of lecture hours, tutorials, and laboratory sessions per week. For example, a 3-credit course typically involves three hours of lectures per week, while laboratory courses may have higher credit weightage due to hands-on work. </CONTEXT> 
 <QUESTION> What is the relationship between credit and hands-on work in the context of IIT Patna courses? </QUESTION>","Courses involving more hands-on work, such as laboratory sessions, are likely to be assigned a higher credit weightage at IIT Patna."
What is the significance of the laboratory's establishment (besides the cost)?,"The establishment of the laboratory signifies an advancement in AI research and education at IIT Patna, enhancing the CSE department's capabilities."
What are the names of the specific interdisciplinary elective courses offered by the institute?,"The specific interdisciplinary elective courses offered are Computational Neuroscience, Bioinformatics Algorithms, Financial Engineering, and Advanced Materials Design."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The institute conducts regular aptitude tests for first-year students to identify their strengths and weaknesses early on. Based on the results, personalized academic support is provided to help them excel in their studies. </CONTEXT> 
 <QUESTION> What type of support is offered based on the aptitude test results? </QUESTION>",Personalized academic support is provided based on the results of the aptitude tests.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna's Chemical Engineering department conducts research on sustainable materials such as biodegradable polymers or green catalysts used within industrial chemical processes—students actively contribute via final-year thesis submissions tied closely toward sustainability goals! </CONTEXT> 
 <QUESTION> What is the overall objective of the Chemical Engineering department's research initiatives, as described? </QUESTION>",The overall objective is to contribute to sustainability by focusing on materials and processes that minimize environmental impact and promote eco-friendly practices.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna's Chemical Engineering department conducts research on sustainable materials such as biodegradable polymers or green catalysts used within industrial chemical processes—students actively contribute via final-year thesis submissions tied closely toward sustainability goals! </CONTEXT> 
 <QUESTION> What is the specific definition of ""sustainable materials"" used in the IIT Patna research context? </QUESTION>","The context specifically defines ""sustainable materials"" as biodegradable polymers and green catalysts."
How is practical application integrated into the curriculum at IIT Patna?,Practical application is integrated through laboratory courses in the curriculum at IIT Patna.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The second semester of the B.Tech Chemical Engineering program at IIT Patna includes courses like Biology and Environmental Studies (CB102 and CE102), Introductory Chemistry (CH101), Chemistry Laboratory (CH110), Programming and Data Structures (CS102), Programming and Data Structures Laboratory (CS112), Basic Electronics Laboratory (EE102), Mathematics-II (MA102), and Engineering Mechanics (ME102)[5]. </CONTEXT> 
 <QUESTION> What specific type of laboratory course is indicated by the code EE102? </QUESTION>",EE102 represents the Basic Electronics Laboratory.
From how many different groups must a student select their elective courses in each semester?,Students must select their three elective courses from three different groups in each semester.
Which elective course focuses on the social impact and implications of technology?,Sociology of Technology focuses on the social impact and implications of technology.
